textid,anger,disgust,fear,joy,sad,surprise
97,0.018378124047635853,0.021719504544560814,0.10605332151548603,0.5762716310703528,0.062037381623289006,0.2155400371986754
98,0.07397897091579504,0.047046406546634764,0.13756867492702443,0.21729996612587701,0.40272112374074187,0.12138485774392699
99,0.018946683977628397,0.014718874432919563,0.08219786913008761,0.40774803897744427,0.03345785446258612,0.44293067901933403
100,0.026032640619093307,0.021284001764079057,0.034112948197570214,0.6644336870414405,0.04070369578850116,0.21343302658931582
101,0.09412668082798978,0.012426025240381486,0.20600936652676655,0.263080709179692,0.28081616941116144,0.14354104881400875
102,0.022450236184268293,0.012849332002319608,0.015568783290271731,0.6032254134805974,0.05697299871704124,0.2889332363255017
103,0.12225388636762635,0.06878619669370557,0.18888845444498556,0.03401624715020828,0.41675289507691127,0.169302320266563
104,0.06866492758263948,0.028505738300551232,0.11541534585601713,0.4035232862704673,0.14565135377846922,0.23823934821185563
105,0.13793477689756634,0.10006955568055897,0.35268540148400246,0.14897783660034333,0.17665828900410405,0.08367414033342475
106,0.12816491373688363,0.08755864073061206,0.16595743301522795,0.10449672533901963,0.3875204002014488,0.12630188697680783
107,0.13421902013962655,0.06704610490883814,0.22905436891001332,0.22717241189651954,0.21260471192948402,0.12990338221551845
108,0.09168234479192254,0.03892732798162756,0.11607398399507686,0.2833071735651993,0.07152967442198123,0.3984794952441925
109,0.028575663316438092,0.017265953165813506,0.09585158142110195,0.5761202947919742,0.11544690578325005,0.16673960152142228
110,0.019179616374897013,0.0,0.1586469474958517,0.4581204176954537,0.19162902309769425,0.17242399533610342
111,0.08735692238173044,0.11610139589585111,0.12367855453486686,0.25307739150806924,0.16085049127232223,0.25893524440716004
112,0.13890841075604773,0.10479592977603969,0.17393472106656563,0.18968356079912116,0.23482597503181674,0.15785140257040914
113,0.025672283657682565,0.03258383727441034,0.19730523612662937,0.27223385239204706,0.18244896253767526,0.28975582801155547
114,0.2103556292058642,0.0800863120980765,0.31930354656690757,0.04718669981431007,0.27419845092990125,0.06886936138494035
115,0.13756868390227203,0.08245449547621825,0.38674363296651865,0.10803170602904487,0.17233545413532123,0.11286602749062505
116,0.039764734657690246,0.02388383021738468,0.09911226976870406,0.4191404397355196,0.13267185576037052,0.28542686986033083
117,0.08545564241638415,0.04455018245073794,0.19606577517300053,0.35432972810304175,0.15952022586797074,0.16007844598886484
118,0.06672972668091412,0.032632913833845055,0.2094463175448355,0.22315766456742672,0.12315911712482629,0.3448742602481523
119,0.1777167180271955,0.04949683840451422,0.10478945415850101,0.19143557351068238,0.128943914392162,0.34761750150694487
120,0.03938597046727464,0.029991964391447634,0.37408663239164236,0.08580349550172338,0.22568779878841186,0.24504413845950002
121,0.02558854601586484,0.014012406120972773,0.09459445098693901,0.42158339294725256,0.04500613810376621,0.3992150658252046
122,0.04702745871021631,0.03550131398723082,0.14832707246089735,0.3087031869883994,0.13298474211558847,0.32745622573766753
123,0.04920658355298802,0.009276906632521113,0.12313254190942542,0.5174162081648096,0.13240561904087028,0.16856214069938552
124,0.03398281118896949,0.01797075855737213,0.1906120114835347,0.4129351322824249,0.2120938339343991,0.13240545255329977
125,0.07522939758854984,0.0876688730629139,0.09612043636741906,0.31621999729865125,0.15253748468530218,0.2722238109971638
126,0.07400721903577234,0.11219383108374442,0.12455189725053217,0.3215475542481866,0.19494582285430628,0.17275367552745824
127,0.08411992256766052,0.04346446904246613,0.10510466171085896,0.288723881946062,0.20231302837875026,0.27627403635420206
128,0.1342977888244893,0.048443103297838803,0.33604303164252575,0.09381500740515279,0.12749546421307448,0.25990560461691886
129,0.1849053635866406,0.0713875330490288,0.2571205263976446,0.2266820218727285,0.1275424330157145,0.13236212207824288
130,0.03414828834559275,0.004216933112593276,0.14326132945453077,0.33806431194543574,0.11815632003628378,0.36215281710556363
131,0.05727557798662725,0.04148710675847059,0.06759638678712854,0.46730363604671404,0.12717597607113984,0.2391613163499197
132,0.02837990107251241,0.017147669936555587,0.09519493452352928,0.5721680242194409,0.11465601791898111,0.17245345232898068
133,0.20065820751787156,0.08262879019627672,0.2929335513242405,0.07680623841666616,0.30840196099082257,0.03857125155412254
134,0.0905612079241501,0.06527194707431018,0.24315926340457117,0.01525744737695481,0.4051401285844249,0.18061000563558882
135,0.015725883474974018,0.0022607709206117193,0.17752686838921064,0.4785558089775598,0.11289131254515139,0.21303935569249247
136,0.04806094239647536,0.06081855022455714,0.173426205555752,0.33132106921086696,0.16033400056569289,0.22603923204665555
137,0.1231258087175672,0.13939908972145032,0.17756146821710733,0.13489385690641265,0.12422959707820577,0.3007901793592568
138,0.0801385945352113,0.0414148480696209,0.1417001028600236,0.2232639917284627,0.19031631050582296,0.32316615230085843
139,0.11915366933364507,0.05899211349613698,0.17722248814024802,0.28784151682742526,0.19655741734198715,0.16023279486055744
140,0.11914529114043591,0.05856182515000718,0.1510621362951082,0.2847965302460174,0.13834729261228243,0.24808692455614886
141,0.0459598252486559,0.06809983776628337,0.08109863411035648,0.47948926726129115,0.13886300626693804,0.18648942934647494
142,0.09377944604958574,0.017058903571063613,0.07722507190587094,0.21162757480043035,0.4270823301405773,0.17322667353247215
143,0.014219439126361562,0.03992227845573271,0.0717698668343453,0.5223904500473786,0.09719947594202757,0.25449848959415433
144,0.11049943060890204,0.035464945533744324,0.14318605774200796,0.25159877382322293,0.266520259181168,0.19273053311095484
145,0.08929278561362497,0.0688615742753054,0.25123459173830825,0.02437647513680084,0.3148560144174875,0.251378558818473
146,0.1013817941660114,0.07665629217666586,0.13356143868939577,0.26186528645552765,0.21825241255231967,0.2082827759600796
147,0.05304115825321735,0.09401981826213844,0.21607481421178296,0.18480940088281464,0.11118918804405911,0.3408656203459875
148,0.03069998318722496,0.030418346978002275,0.20934773373143473,0.22742183149070916,0.2709035942076582,0.23120851040497065
149,0.049979470381615085,0.04321504144237117,0.23355160422761476,0.17699631463195037,0.20084722146878867,0.29541034784766007
150,0.01196661327835271,0.0185205662219136,0.17133959906203014,0.10797733200067182,0.514903819937547,0.17529206949948475
151,0.06483166133476581,0.03862925988067087,0.21802894209132032,0.26631112047546845,0.22660238394520424,0.18559663227257028
152,0.07982211070049894,0.07138342168209644,0.1340543740614287,0.33374698698736543,0.19087372741930983,0.19011937914930063
153,0.053660626753483154,0.0175908438986759,0.23587605583811044,0.4082754703716839,0.11685535260998427,0.16774165052806236
154,0.025489993056601084,0.05748379543478176,0.07303928103923035,0.3726452425966681,0.060879616364001056,0.4104620715087176
155,0.04748330163076185,0.06082666196869258,0.0875667098894668,0.32404787200938684,0.1349592529044877,0.3451162015972042
156,0.06793534339939115,0.05320566292292229,0.18296073609153812,0.2535331816915984,0.14677443733381826,0.29559063856073176
157,0.05196725803856805,0.02591767652546259,0.2116370245406915,0.3313071041039449,0.08219647663975722,0.29697446015157564
158,0.13989689388537105,0.06692025309202682,0.11974644889243104,0.22317607446291954,0.14464980089816837,0.3056105287690833
159,0.0720544096973802,0.013760718851308012,0.10541564887974283,0.41053784370069474,0.12431162472098842,0.2739197541498858
160,0.04762163873500514,0.02466846809979787,0.24163125918573583,0.26253684804157923,0.22076345153264007,0.20277833440524173
161,0.06191263833168781,0.033571458194371094,0.21278657696407682,0.3365582099582113,0.22056275312285958,0.13460836342879345
162,0.16385302301416574,0.12334475790709364,0.175137361616679,0.08963991802519058,0.24276624259477125,0.20525869684209988
163,0.19430285986831944,0.13039625886598452,0.14940817292407077,0.11856181210523913,0.18924563294243527,0.2180852632939509
164,0.12727383452721783,0.1315868336255226,0.23744751288334698,0.1952643569911814,0.25271813961460127,0.05570932235812989
165,0.1188907067419869,0.1206830247015033,0.21484614168836094,0.13710646037171859,0.18990616679914743,0.21856749969728292
166,0.07483517996020374,0.05839727784597113,0.14518644561733704,0.2657615044562037,0.24034120235851733,0.21547838976176711
167,0.1516806545955385,0.07758975908378278,0.22589279372456017,0.13644562123305037,0.22998085836257098,0.1784103130004971
168,0.066956893652094,0.046107609347338555,0.1781356948008776,0.3064251649064458,0.19584156936479769,0.20653306792844642
169,0.14850255326007514,0.06681546453730829,0.1488928983946397,0.20500755602154494,0.25137263719357517,0.17940889059285683
170,0.027385823373000412,0.012423905350780206,0.0528757450948042,0.5471572860543574,0.20469642231433513,0.15546081781272253
171,0.12475360731321732,0.06925582852717352,0.22459197269130396,0.1817937067962279,0.2130901029839575,0.1865147816881197
172,0.12558419677059807,0.05809125397155292,0.09551359878919648,0.295301329353395,0.1424987032553912,0.2830109178598663
173,0.06905492055180787,0.037171133953783415,0.2971711590924725,0.23921103108211003,0.2307194690336591,0.12667228628616706
174,0.033098667095394,0.015569278135679685,0.14468070990063148,0.3929409927466253,0.14876423073660397,0.2649461213850655
175,0.07112703150132689,0.01140361981370289,0.26127163946341625,0.06410944208609823,0.4598838664360231,0.1322044006994327
176,0.08514347092978919,0.08695656319860032,0.1286614042203926,0.2277445466000122,0.205383108098723,0.2661109069524827
177,0.0627950515686967,0.042327752471628205,0.24092956575117078,0.3054225569354045,0.21444912669558372,0.13407594657751595
178,0.17442965581699332,0.053825042371739414,0.2589610986258043,0.2352865425513931,0.09186664995713635,0.18563101067693344
179,0.10530048169621199,0.023314434558951477,0.14525575298375068,0.3036061145203368,0.17578567801988676,0.2467375382208623
180,0.06674819159920907,0.11263282485384606,0.21109009067987675,0.13642801487078582,0.1894402702585084,0.2836606077377738
181,0.04152052556712371,0.023320936366706294,0.4319220840402391,0.16968478713424914,0.22781255007959658,0.10573911681208523
182,0.06080387686324073,0.054875132813402464,0.08817624637789005,0.15414765480745812,0.23993201140556172,0.40206507773244693
183,0.08573328578318609,0.039647041888296174,0.1766754459171559,0.33687925012457404,0.23959994891979156,0.12146502736699635
184,0.048377777777777776,0.03607777777777778,0.1251888888888889,0.4864333333333334,0.14923333333333333,0.1546888888888889
185,0.04325620382289828,0.04761753372115258,0.06852265128298725,0.3331911091034329,0.17159333412092928,0.3358191679485998
186,0.05159755964202391,0.028589065583843203,0.12275801428957606,0.4953489241166185,0.1201321564564619,0.18157427991147643
187,0.008793235411172596,0.003067693553254784,0.024805121272306926,0.5946136685300104,0.039855787712071294,0.328864493521184
188,0.09981581543192679,0.10240172982496656,0.1163399545281244,0.33331254458644105,0.14287199676874596,0.20525795885979525
189,0.012544944590095466,0.0,0.015519320741152675,0.5952870798993771,0.06958573821916096,0.3070629165502138
190,0.048377777777777776,0.03607777777777778,0.1251888888888889,0.4864333333333334,0.14923333333333333,0.1546888888888889
191,0.12443841297259342,0.015378231325084,0.28247417710007616,0.15512932425021286,0.2010810485049895,0.22149880584704412
192,0.16271271744167348,0.08392388727143486,0.13715382102309046,0.23659386437743804,0.13564386657965896,0.24397184330670407
193,0.06993161094198129,0.04146370994717517,0.18602340795344094,0.1911409416640612,0.08989088088327155,0.4215494486100699
194,0.07525191946614902,0.05992120628141288,0.1705299462430555,0.19427264378765974,0.21453927075451878,0.28548501346720395
195,0.14928698310651137,0.046943512982722306,0.24135571036205053,0.2792900891062457,0.1076894672770572,0.17543423716541295
196,0.15817711539089724,0.08305171763797664,0.171242732353709,0.064529813568096,0.2587231507190314,0.26427547033028986
197,0.08016936777671797,0.01810620737607027,0.33379057402626205,0.037700094705788514,0.436178529090012,0.09405522702514921
198,0.06239968888217189,0.042990392088731705,0.13637081370351134,0.23479790768934636,0.31713367893445366,0.20630751870178504
199,0.09304976257718939,0.08059159106468486,0.3739437088227293,0.046818336410153975,0.2546896770575424,0.1509069240677
200,0.18045046645000534,0.12502039058536663,0.26583653455084816,0.031905401425528584,0.33662674476246884,0.06016046222578249
201,0.060273469636208596,0.01669955547073266,0.06553895629761376,0.48986801069137154,0.06332427609623864,0.30429573180783487
202,0.05274636511208632,0.002476483329046878,0.24456083366776393,0.09251348239432411,0.22073748589415512,0.3869653496026237
203,0.1049267233422887,0.048228514121102045,0.1784067148594678,0.2172043362129022,0.1555112688745843,0.29572244258965497
204,0.02882465146412617,0.017416396487083742,0.10904636064142932,0.44078024261598125,0.1164528285822759,0.2874795202091036
205,0.04013796722300329,0.03478453637863151,0.1849710082894562,0.34486011086556084,0.11389065248858886,0.2813557247547594
206,0.02699196158495052,0.02265436283694438,0.11210395444874877,0.3473431106311557,0.20122107366925587,0.2896855368289447
207,0.09435647251049062,0.05732084686318744,0.26822645294358405,0.21377744923636577,0.14965520906295063,0.2166635693834216
208,0.15243964545012886,0.05160651179724455,0.06925480518970038,0.3513847550625002,0.07764214589314165,0.29767213660728437
209,0.049745470519713585,0.016802630401131335,0.18595702839085781,0.458588559797932,0.10618747356908514,0.1827188373212803
210,0.19411557337297428,0.06167732865681222,0.26662137876202224,0.18955893483154224,0.13134203593324778,0.15668474844340113
211,0.18681472216671413,0.0706880511571511,0.26980794874858594,0.1871358747699751,0.16721519052053618,0.11833821263703763
212,0.16919806378755167,0.11174009022168828,0.22330232675468353,0.2064598195372443,0.16796758628758343,0.12133211341124882
213,0.07052371081324844,0.07104839756640006,0.3547688581145772,0.09130532452767444,0.24872428679430658,0.1636294221837934
214,0.08350144258320165,0.07685582341950077,0.13501114979118703,0.3237315981370689,0.23226261413471508,0.1486373719343264
215,0.034033962601070174,0.019587405613623328,0.06990143931831085,0.40896121323887424,0.232084812196473,0.23543116703164832
216,0.09842202603275611,0.01619690083287703,0.08636499594608361,0.25032579632313995,0.1619173288293773,0.38677295203576606
217,0.07418052461442688,0.05655560102237686,0.20091123540508946,0.24641076599266312,0.22565916707608946,0.19628270588935431
218,0.009597213530591325,0.17194588236852087,0.010433777910415977,0.314877114478773,0.044791500383543216,0.44835451132815557
219,0.13393450424126885,0.05623210584455478,0.1759371002992713,0.21408470588565956,0.2646588813964196,0.15515270233282594
220,0.03557141512891709,0.020083306049760746,0.11008714408212253,0.5646881000237571,0.13034112088247507,0.13922891383296748
221,0.1077156720719316,0.06539249444247121,0.07386171853385184,0.413079798415242,0.13774473532655535,0.2022055812099479
222,0.014599606566746706,0.05765483893294655,0.11385742841144839,0.3875683382480275,0.04877289367310291,0.37754689416772796
223,0.04263516704414875,0.038459253022328034,0.24879607110130797,0.12024633041485096,0.22614682997205546,0.3237163484453089
224,0.08600582033008358,0.053490333837398395,0.08338856039756633,0.32723581815412917,0.1791236515878781,0.27075581569294455
225,0.022032759516737895,0.016105368431472027,0.4413470477889426,0.08900703233891576,0.2668607388252844,0.16464705309864752
226,0.14704569191116032,0.04468253976219759,0.12121244449887035,0.2119878960738879,0.1939642653066587,0.28110716244722517
227,0.1502323455932661,0.08419654124667551,0.143336642337809,0.29510683114351083,0.11588880844621248,0.21123883123252615
228,0.0031753504789010165,0.0004652012632927937,0.6419253334637639,0.016115446318148027,0.004511180568399249,0.333807487907495
229,0.025821071543167803,0.014239622901738016,0.08008757617133175,0.6410463431102887,0.030378246681485803,0.2084271395919878
230,0.033917663420447955,0.0034664167190583024,0.10274854193159255,0.2767338939304405,0.37975555103668107,0.20337793296177958
231,0.11870438392281314,0.042813014799818555,0.2293705699031354,0.23338353274415885,0.13486340830697385,0.24086509032310005
232,0.04013459427603841,0.07068218103533645,0.120803761016348,0.2905335004124618,0.12770783398377683,0.35013812927603855
233,0.06286042913842237,0.0066032875042842665,0.1551379362246839,0.3457739883478194,0.10912013357954155,0.3205042252052485
234,0.048377777777777776,0.03607777777777778,0.1251888888888889,0.4864333333333334,0.14923333333333333,0.1546888888888889
235,0.13552870682386728,0.07211445905746555,0.2736420690399844,0.0992316046812725,0.21995652508753957,0.1995266353098707
236,0.16087487013850993,0.07612187141668336,0.23149525929898598,0.21684319244523492,0.15149442861171916,0.16317037808886678
237,0.12960879878721723,0.1061094165025364,0.21174409515586368,0.05963675439845742,0.310384919605649,0.1825160155502763
238,0.1276748041794621,0.15834565281722948,0.18292839634044397,0.16359612629872336,0.2192188561264913,0.14823616423764968
239,0.02910538861045182,0.016067348524664668,0.09489886423160909,0.496656233973005,0.05213015963754833,0.31114200502272116
240,0.13030739433609845,0.02722118295644593,0.2715539334459947,0.23759330709350907,0.16006509800642665,0.1732590841615252
241,0.1322418534853277,0.05440142254231169,0.15860533415345335,0.24767068260249397,0.10813550311168209,0.29894520410473124
242,0.0632457019357489,0.039712157801335836,0.10276475512080338,0.4793343868611864,0.11427565659060279,0.20066734169032271
243,0.287787581107834,0.08906303222592969,0.18792043706190564,0.07107104472977549,0.20322528744441737,0.16093261743013784
244,0.06209941118961025,0.04691730764599231,0.19917116160382708,0.3361983237905991,0.15255197822669075,0.20306181754328056
245,0.15782126902020127,0.18433427688282503,0.18517412906303554,0.142448829711264,0.14974856193998318,0.18047293338269094
246,0.07648070607806966,0.11404828553305749,0.1087222246218866,0.2696638398842148,0.2212874056595345,0.20979753822323707
247,0.027843714972240204,0.016823696211328548,0.09631704892302574,0.5719866447998974,0.12123629338346961,0.16579260171003846
248,0.070660052344724,0.04218588276852303,0.094694666203464,0.3503650452017783,0.08456568492772776,0.35752866855378296
249,0.1222109337391147,0.11515190981929228,0.0910303348924468,0.3255872504273015,0.0772433236416126,0.2687762474802322
